,word_form,lemma_id,word_root,citation_form,speaker_age,speaker_gender
33071,xann,25,xnn,xann/xanni,13,M
33072,xann,25,xnn,xann/xanni,13,M
33073,yaʕni,60,ʕny,aʕən yaʕən,13,M
33074,ḳeṣṣṯa,239,ḳṣṣ,ḳeṣṣṯa,13,M
33076,amrōle,3,Ɂmr,amar yīmar,13,M
33077,lakōn,392,lkn,lakōn,13,M
33078,nīḳu,15,ḳwm,aḳa(m) yīḳu(m),13,M
33079,nṭumrell,332,ṭmr,iṭmar yiṭmur,13,M
33080,lōġ,14,hw(ḏ),hōḏ(i),13,M
33081,ġurnōyṯa,96,[NA],[sic],13,M
33082,w,1,w,w,13,M
33083,lā,16,lɁ,la/lā,13,M
33084,nīmar,3,Ɂmr,amar yīmar,13,M
33086,barnaš,184,br,barnaš/barš,13,M
33087,ṭamraččil,332,ṭmr,iṭmar yiṭmur,13,M
33088,lōġ,14,hw(ḏ),hōḏ(i),13,M
33089,ġurnōyṯa,96,[NA],[sic],13,M
33090,w,1,w,w,13,M
33091,lā,16,lɁ,la/lā,13,M
33092,amraṯ,3,Ɂmr,amar yīmar,13,M
33094,barnaš,184,br,barnaš/barš,13,M
33095,bōṯar,55,bṯr,bōṯar,13,M
33096,šoppṯa,425,špp,šoppṯa,13,M
33097,yōma,26,ywm,yōma,13,M
33098,yaʕni,60,ʕny,aʕən yaʕən,13,M
33099,iṯər,113,ṯr,iṯər/iṯri,13,M
33100,yarəḥ,205,rḥl,yarḥa,13,M
33101,yarḥa,205,rḥl,yarḥa,13,M
33102,lā,16,lɁ,la/lā,13,M
33103,bayyan,711,byn,bayyan/bayyen ybayyan/ybayyen,13,M
33104,mett,20,mtt,mett,13,M
33105,ḳaṭʕull,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,13,M
33106,amla,2472,Ɂml,amla,13,M
33107,maʕ,88,mʕ,maʕ,13,M
33109,či,251,č,či,13,M
33111,anna,7,hnn,hanna,13,M
33112,či,251,č,či,13,M
33113,ifḳer,336,fḳr,ifḳer,13,M
33114,ḳaṭʕull,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,13,M
33115,amla,2472,Ɂml,amla,13,M
33116,fakkar,514,fkr,fakkar yfakkar,13,M
33117,yā,28,y(Ɂ),ya/yā,13,M
33118,mett,20,mtt,mett,13,M
33119,barnaš,184,br,barnaš/barš,13,M
33120,ḳaṭle,248,ḳṭl,iḳṭal yiḳṭul,13,M
33121,yā,28,y(Ɂ),ya/yā,13,M
33122,axle,61,Ɂxl,axal yīxul,13,M
33123,waḥša,1297,wḥš,waḥša,13,M
33124,yā,28,y(Ɂ),ya/yā,13,M
33125,ḓabʕa,714,ḓbʕ,ḓabʕa,13,M
33126,amell,3,Ɂmr,amar yīmar,13,M
33127,atar,65,twr,atar,13,M
33128,zalle,8,Ɂzl,zalle yzelle,13,M
33129,yōma,26,ywm,yōma,13,M
33131,ann,33,hnn,hann(un),13,M
33132,yumō,26,ywm,yōma,13,M
33133,xett,45,xtt,xett/xetti,13,M
33134,zalle,8,Ɂzl,zalle yzelle,13,M
33135,ʕamčōžar,1591,čžr,čōžar yčōžar,13,M
33136,hanna,7,hnn,hanna,13,M
33137,či,251,č,či,13,M
33138,či,251,č,či,13,M
33139,iġən,769,ġny,iġən,13,M
33140,wala,459,wl,wala,13,M
33141,iščaḥ,67,ščḥy,iščaḥ yiščaḥ,13,M
33142,ḏalīṯa,1963,ḏly,ḏalīṯa,13,M
33144,misti,410,mst(ḏ),misti,13,M
33145,tarba,106,trb,tarba,13,M
33146,iščaḥ,67,ščḥy,iščaḥ yiščaḥ,13,M
33147,ḏalīṯa,1963,ḏly,ḏalīṯa,13,M
33148,w,1,w,w,13,M
33149,naffīḳa,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ,13,M
33150,w,1,w,w,13,M
33151,ōṯ,27,Ɂyṯ,ōṯ(i),13,M
33152,ḳaṭṭūfəl,990,ḳṭf,ḳaṭṭūfa,13,M
33153,ʕinbō,760,ʕnb,ʕenəpṯa,13,M
33154,bā,2,b,b-,13,M
33155,čūb,163,čw,čūb,13,M
33157,Ɂawōne,2502,Ɂwn,awōna,13,M
33159,xanunō,529,xnn,xanunō,13,M
33160,ē,38,Ɂy,ē,13,M
33161,ḳaṭfe,1420,ḳṭf,iḳṭaf yiḳṭuf,13,M
33162,w,1,w,w,13,M
33163,ōmar,3,Ɂmr,amar yīmar,13,M
33164,batte,12,btt,batt-,13,M
33165,yahətlēl,675,hty,ahət/ahti yahət/yahti,13,M
33166,lanna,48,hnn,lanna,13,M
33167,malka,56,mlk,malka,13,M
33168,ṣarre,2282,ṣrr,aṣar yiṣṣur,13,M
33170,ṣorrṯa,743,ṣrr,ṣorrṯa,13,M
33171,w,1,w,w,13,M
33172,hū,35,hw,hū,13,M
33173,ōz,8,Ɂzl,zalle yzelle,13,M
33174,ʕa,4,ʕly,ʕa/ʕal,13,M
33175,tarba,106,trb,tarba,13,M
33176,isleḳ,58,slḳ,isleḳ yislaḳ,13,M
33178,ġappil,30,ġpp,ġapp-,13,M
33179,malka,56,mlk,malka,13,M
33180,amelle,3,Ɂmr,amar yīmar,13,M
33181,nayṯēx,19,Ɂṯy,ayṯ(i) yayṯ(i),13,M
33182,ḳaṭṭūfəl,990,ḳṭf,ḳaṭṭūfa,13,M
33183,ʕinbō,760,ʕnb,ʕenəpṯa,13,M
33184,šūne,10,šwy,išw/išwi yišw/yišwi,13,M
33185,ʕ,4,ʕly,ʕa/ʕal,13,M
33186,ṭawəlṯa,662,ṭwl,ṭawəlṯa,13,M
33187,hū,35,hw,hū,13,M
33188,w,1,w,w,13,M
33189,naḥḥeč,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč,13,M
33190,ʕa,4,ʕly,ʕa/ʕal,13,M
33191,taržōṯa,1029,trž,tarəžṯa,13,M
33192,yaʕni,60,ʕny,aʕən yaʕən,13,M
33193,faṯəḥl,218,fṯḥ,ifṯaḥ yifṯuḥ,13,M
33194,ōṣ,14,hw(ḏ),hōḏ(i),13,M
33195,ṣorrṯa,743,ṣrr,ṣorrṯa,13,M
33196,iščaḥ,67,ščḥy,iščaḥ yiščaḥ,13,M
33197,žumžomṯa,2433,žmžm,žumžomṯa,13,M
33198,badōl,2527,bdl,badōl,13,M
33199,ḳaṭṭūfəl,990,ḳṭf,ḳaṭṭūfa,13,M
33200,ʕinbō,760,ʕnb,ʕenəpṯa,13,M
33201,amelle,3,Ɂmr,amar yīmar,13,M
33202,mō,23,mɁ,mō,13,M
33203,čayyīṯəl,19,Ɂṯy,ayṯ(i) yayṯ(i),13,M
33204,hačč,79,hčč,hačč/hačči,13,M
33205,amelle,3,Ɂmr,amar yīmar,13,M
33206,ḳaṭṭūfəl,990,ḳṭf,ḳaṭṭūfa,13,M
33207,ʕinbō,760,ʕnb,ʕenəpṯa,13,M
33208,amelle,3,Ɂmr,amar yīmar,13,M
33209,laɁ,249,lɁ,laɁ,13,M
33210,hōž,14,hw(ḏ),hōḏ(i),13,M
33211,žumžomṯa,2433,žmžm,žumžomṯa,13,M
33212,mō,23,mɁ,mō,13,M
33213,ḳeṣṣṯax,239,ḳṣṣ,ḳeṣṣṯa,13,M
33214,hačč,79,hčč,hačč/hačči,13,M
33215,aḥkillēle,86,ḥky,aḥək yaḥək,13,M
33216,ḳeṣṣṯe,239,ḳṣṣ,ḳeṣṣṯa,13,M
33217,inno,68,Ɂnn,inno/inne/inni,13,M
33218,hū,35,hw,hū,13,M
33219,iḳṭel,1685,ḳṭl,iḳṭel,13,M
33220,zaləmṯa,135,zlm,zaləmṯa,13,M
33221,w,1,w,w,13,M
33222,xann,25,xnn,xann/xanni,13,M
33223,xann,25,xnn,xann/xanni,13,M
33224,ḳeṣṣṯa,239,ḳṣṣ,ḳeṣṣṯa,13,M
33225,amelle,3,Ɂmr,amar yīmar,13,M
33226,lakōn,392,lkn,lakōn,13,M
33227,zēx,8,Ɂzl,zalle yzelle,13,M
33228,čmappēl,44,Ɂpy,app(i) yapp(i),13,M
33229,lōb,153,lwb,lōb,13,M
33230,burnōyṯa,1059,brn,burnōyṯa,13,M
33232,či,251,č,či,13,M
33233,ifḳer,336,fḳr,ifḳer,13,M
33235,ʕyōle,1332,ʕwl,ʕyōla,13,M
33236,či,251,č,či,13,M
33237,ifḳer,336,fḳr,ifḳer,13,M
33238,w,1,w,w,13,M
33239,ṯṯēx,11,Ɂṯy,ṯōle yṯēle,13,M
33240,liʕəl,75,lʕ,leʕl-,13,M
33241,zalle,8,Ɂzl,zalle yzelle,13,M
33242,xett,45,xtt,xett/xetti,13,M
33243,ʕawwet,317,ʕwt,ʕowwet yʕowwet,13,M
33244,applēl,44,Ɂpy,app(i) yapp(i),13,M
33245,či,251,č,či,13,M
33246,ifḳer,336,fḳr,ifḳer,13,M
33247,ʕawwet,317,ʕwt,ʕowwet yʕowwet,13,M
33248,ṯōle,11,Ɂṯy,ṯōle yṯēle,13,M
33249,amell,3,Ɂmr,amar yīmar,13,M
33250,amell,3,Ɂmr,amar yīmar,13,M
33251,či,251,č,či,13,M
33252,žallōta,3591,žlt,žallōta,13,M
33253,ṯā,11,Ɂṯy,ṯōle yṯēle,13,M
33254,žulətlēle,3590,žlt,ižlat yižlut,13,M
33255,rayše,70,ryš,rayša,13,M
33256,ḳuṭəʕlēle,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,13,M
33257,rayše,70,ryš,rayša,13,M
33258,ṯōle,11,Ɂṯy,ṯōle yṯēle,13,M
33259,ḳaṭəʕlēle,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,13,M
33260,rayše,70,ryš,rayša,13,M
33261,iḥḥ,421,ḥyy,iḥḥ(i) yiḥḥ(i),26,M
33262,psōna,289,bsn/psn,psōna,26,M
33263,iẓʕur,170,zʕr,iẓʕur,26,M
33264,ušme,93,Ɂšm/šmy,ešma/ušma,26,M
33265,yawse,296,yws,yawse,26,M
33266,ʕemmil,37,ʕmm,ʕemm-,26,M
33267,ōbu,50,Ɂbw,ōbu,26,M
33268,ti,9,t,ti,26,M
33269,ifḳer,336,fḳr,ifḳer,26,M
33270,wōb,54,b,wōb,26,M
33271,mḥaṭṭeb,1079,ḥṭb,ḥaṭṭeb yḥaṭṭeb,26,M
33272,ḏlūḳa,467,ḏlḳ,ḏlūḳa,26,M
33274,ʕarḳūba,257,ʕrḳb,ʕarḳūba,26,M
33275,ḳōṭaʕ,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,26,M
33276,xšūra,460,xšr,xšūra,26,M
33277,yōma,26,ywm,yōma,26,M
33279,ann,33,hnn,hann(un),26,M
33280,yumō,26,ywm,yōma,26,M
33281,yawse,296,yws,yawse,26,M
33282,amell,3,Ɂmr,amar yīmar,26,M
33283,ōbu,50,Ɂbw,ōbu,26,M
33284,eppay,50,Ɂbw,ōbu,26,M
33285,batti,12,btt,batt-,26,M
33286,čizbunil,157,zbn,izban yizbun,26,M
33287,loʕəpṯa,1103,lʕb,loʕpṯa,26,M
33288,čūṯ,112,Ɂyṯ,čūṯ(i),26,M
33289,ġappi,30,ġpp,ġapp-,26,M
33290,w,1,w,w,26,M
33291,lā,16,lɁ,la/lā,26,M
33292,loʕəpṯa,1103,lʕb,loʕpṯa,26,M
33293,batt,12,btt,batt-,26,M
33294,čizbunil,157,zbn,izban yizbun,26,M
33295,loʕəpṯa,1103,lʕb,loʕpṯa,26,M
33296,ex,74,Ɂx,ex/ux,26,M
33297,ġayr,95,ġyr,ġayr/ġēr,26,M
33299,bisinō,289,bsn/psn,psōna,26,M
33300,yōma,26,ywm,yōma,26,M
33302,ann,33,hnn,hann(un),26,M
33303,yumō,26,ywm,yōma,26,M
33304,infeḳ,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ,26,M
33305,ōbəl,50,Ɂbw,ōbu,26,M
33306,yawse,296,yws,yawse,26,M
33307,ʕ,4,ʕly,ʕa/ʕal,26,M
33308,ʕarḳūba,257,ʕrḳb,ʕarḳūba,26,M
33309,ti,9,t,ti,26,M
33310,baʕʕeḏ,349,bʕḏ,baʕʕeḏ,26,M
33311,ḥetta,32,ḥtt,ḥetta,26,M
33312,yayṯ,19,Ɂṯy,ayṯ(i) yayṯ(i),26,M
33313,ḳalles,66,ḳls,ḳalles,26,M
33314,ḏlūḳa,467,ḏlḳ,ḏlūḳa,26,M
33315,ḳalles,66,ḳls,ḳalles,26,M
33316,xšūra,460,xšr,xšūra,26,M
33317,willa,49,wll,willa/walla,26,M
33318,išmeʕ,182,šmʕ,išmeʕ yišmaʕ,26,M
33319,ḥessa,420,ḥss,ḥessa,26,M
33320,zalle,8,Ɂzl,zalle yzelle,26,M
33322,ġappil,30,ġpp,ġapp-,26,M
33323,ḥessa,420,ḥss,ḥessa,26,M
33324,ṭaʕəl,52,ṭʕn,iṭʕan yiṭʕun,26,M
33325,furrōʕče,1197,frʕ,furrōʕča,26,M
33326,w,1,w,w,26,M
33327,zalle,8,Ɂzl,zalle yzelle,26,M
33329,ġappil,30,ġpp,ġapp-,26,M
33330,ḥessa,420,ḥss,ḥessa,26,M
33331,amelle,3,Ɂmr,amar yīmar,26,M
33332,ʕaḳle,534,ʕḳl,ʕaḳla,26,M
33333,balk,763,blk,balk,26,M
33334,ōṯ,27,Ɂyṯ,ōṯ(i),26,M
33335,mett,20,mtt,mett,26,M
33336,tarrōba,3418,trb,tarrōba,26,M
33337,ihžem,1218,hžm,ihžam yihžum,26,M
33338,aʕle,4,ʕly,ʕa/ʕal,26,M
33339,ḏēba,252,ḏyb,ḏēba,26,M
33340,ḥetta,32,ḥtt,ḥetta,26,M
33341,yxallṣenne,810,xlṣ,xalleṣ yxalleṣ,26,M
33342,willa,49,wll,willa/walla,26,M
33343,iḥəm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,26,M
33344,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33345,w,1,w,w,26,M
33346,berča,119,br,berča,26,M
33347,w,1,w,w,26,M
33348,hōġ,14,hw(ḏ),hōḏ(i),26,M
33349,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33350,ʕamtafīʕa,2321,tfʕ,tōfaʕ ytōfaʕ,26,M
33351,ʕamhažīma,2813,hžm,hōžem yhōžem,26,M
33352,ḥetta,32,ḥtt,ḥetta,26,M
33353,čtōfaʕ,659,tfʕ,itfaʕ yitfuʕ,26,M
33354,maʕ,88,mʕ,maʕ,26,M
33355,berča,119,br,berča,26,M
33356,bess,42,bss,bess/bessi,26,M
33357,ḏēba,252,ḏyb,ḏēba,26,M
33358,wōb,54,b,wōb,26,M
33359,aḳwa,907,ḳwy,aḳwa,26,M
33360,menna,69,m,m/mn,26,M
33362,baḥar,59,bḥr,baḥar,26,M
33363,laḳḳḥa,409,lḳḥ,laḳḳaḥ ylaḳḳaḥ,26,M
33365,arʕa,128,Ɂrʕ,arʕa,26,M
33366,w,1,w,w,26,M
33367,čalḥil,1186,člḥ,ičlaḥ yičluḥ,26,M
33368,ġawwa,1074,ġww,ġawwa,26,M
33370,nibōye,3122,nyb,nība,26,M
33371,w,1,w,w,26,M
33372,afčel,1069,fčl,afčel yafčel,26,M
33373,batte,12,btt,batt-,26,M
33374,yiḳḥuṣ,1222,ḳḥṣ,iḳḥaṣ yiḳḥuṣ,26,M
33376,ḥaṣṣil,115,ḥṣṣ,ḥaṣṣa,26,M
33377,berča,119,br,berča,26,M
33378,ti,9,t,ti,26,M
33379,ẓʕōr,170,zʕr,iẓʕur,26,M
33380,lakin,782,lkn,lakin,26,M
33381,ōbəl,50,Ɂbw,ōbu,26,M
33382,yawse,296,yws,yawse,26,M
33383,tuġray,525,tġr,tuġray,26,M
33384,miḥne,259,mḥy,iməḥ yiməḥ,26,M
33386,furrōʕča,1197,frʕ,furrōʕča,26,M
33387,ʕ,4,ʕly,ʕa/ʕal,26,M
33388,rayše,70,ryš,rayša,26,M
33389,ḳaṭle,248,ḳṭl,iḳṭal yiḳṭul,26,M
33390,w,1,w,w,26,M
33391,arheṭ,395,rhṭ,arheṭ  yarheṭ,26,M
33393,ġappl,30,ġpp,ġapp-,26,M
33394,ōġ,14,hw(ḏ),hōḏ(i),26,M
33395,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33396,ḥuwwōrča,314,ḥwr,ḥuwwar,26,M
33397,w,1,w,w,26,M
33398,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,26,M
33399,mlaḥmesla,1432,lḥms,laḥmes ylaḥmes,26,M
33401,ḥaṣṣa,115,ḥṣṣ,ḥaṣṣa,26,M
33402,wayba,54,b,wōb,26,M
33403,hī,72,hy,hī,26,M
33404,zayyīʕa,334,zwʕ,azaʕ yīzuʕ,26,M
33406,ḏēba,252,ḏyb,ḏēba,26,M
33407,baḥar,59,bḥr,baḥar,26,M
33408,ōmar,3,Ɂmr,amar yīmar,26,M
33409,ōbəl,50,Ɂbw,ōbu,26,M
33410,yawse,296,yws,yawse,26,M
33412,leppe,206,lpp,leppa,26,M
33413,hōġ,14,hw(ḏ),hōḏ(i),26,M
33414,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33415,ḥuwwōrča,314,ḥwr,ḥuwwar,26,M
33416,aḥla,672,ḥlw,aḥla,26,M
33417,htīṯa,840,hty,htīṯa,26,M
33418,bann,12,btt,batt-,26,M
33419,napplēll,44,Ɂpy,app(i) yapp(i),26,M
33420,ibər,41,br,ebra,26,M
33421,yawse,296,yws,yawse,26,M
33422,šaḳla,43,škl,išḳal yišḳul,26,M
33423,w,1,w,w,26,M
33424,zalle,8,Ɂzl,zalle yzelle,26,M
33425,ʕ,4,ʕly,ʕa/ʕal,26,M
33426,payṯa,29,byṯ,payṯa,26,M
33427,waḳčil,100,wḳč,waḳča,26,M
33428,iməṭ,159,mṭy,iməṭ/imṭi yiməṭ,26,M
33430,ġappe,30,ġpp,ġapp-,26,M
33431,iḥiḏ,1201,ḥḏy,iḥəḏ/iḥḏi yiḥəḏ,26,M
33432,bā,2,b,b-,26,M
33433,baḥar,59,bḥr,baḥar,26,M
33434,yawse,296,yws,yawse,26,M
33435,w,1,w,w,26,M
33436,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,26,M
33437,mlaḥmesla,1432,lḥms,laḥmes ylaḥmes,26,M
33439,ḥaṣṣa,115,ḥṣṣ,ḥaṣṣa,26,M
33440,w,1,w,w,26,M
33441,maṭʕemla,508,ṭʕm,aṭʕem yaṭʕem,26,M
33443,īḏe,73,yḏw,īḏa,26,M
33444,w,1,w,w,26,M
33445,zaʕeḳla,161,zʕḳ,izʕaḳ yizʕuḳ,26,M
33447,ġappe,30,ġpp,ġapp-,26,M
33448,w,1,w,w,26,M
33449,ṯyōla,11,Ɂṯy,ṯōle yṯēle,26,M
33450,išmeʕ,182,šmʕ,išmeʕ yišmaʕ,26,M
33451,bā,2,b,b-,26,M
33452,ebər,41,br,ebra,26,M
33453,malka,56,mlk,malka,26,M
33454,šattar,191,štr,šattar yšattar,26,M
33455,čōžra,567,čžr,čōžra,26,M
33456,yzubnenna,157,zbn,izban yizbun,26,M
33457,zalle,8,Ɂzl,zalle yzelle,26,M
33458,hanna,7,hnn,hanna,26,M
33459,čōžra,567,čžr,čōžra,26,M
33461,ġappl,30,ġpp,ġapp-,26,M
33462,ōbəl,50,Ɂbw,ōbu,26,M
33463,yawse,296,yws,yawse,26,M
33464,amelle,3,Ɂmr,amar yīmar,26,M
33465,bann,12,btt,batt-,26,M
33466,nzubnell,157,zbn,izban yizbun,26,M
33467,lōġ,14,hw(ḏ),hōḏ(i),26,M
33468,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33469,amelle,3,Ɂmr,amar yīmar,26,M
33470,ču,21,čw,čū/ču,26,M
33471,nimzappella,225,zbn,zappen yzappen,26,M
33472,law,681,lw,law,26,M
33473,bax,12,btt,batt-,26,M
33474,čappīl,44,Ɂpy,app(i) yapp(i),26,M
33475,ōlef,564,Ɂlf,ōlef,26,M
33476,ḳirəš,148,ḳrš,ḳerša,26,M
33477,ču,21,čw,čū/ču,26,M
33478,batt,12,btt,batt-,26,M
33479,nzappnenna,225,zbn,zappen yzappen,26,M
33480,amelle,3,Ɂmr,amar yīmar,26,M
33481,čōžra,567,čžr,čōžra,26,M
33482,ana,18,ɁnɁ,ana,26,M
33483,mann,12,btt,batt-,26,M
33484,nšuḳlenna,43,škl,išḳal yišḳul,26,M
33486,Ɂebər,41,br,ebra,26,M
33487,malka,56,mlk,malka,26,M
33488,amelle,3,Ɂmr,amar yīmar,26,M
33489,ču,21,čw,čū/ču,26,M
33490,nimzappella,225,zbn,zappen yzappen,26,M
33491,afhēm,963,fhm,afhem yafhem,26,M
33492,waḳčil,100,wḳč,waḳča,26,M
33493,iḏiʕ,126,yḏʕ,iḏəʕ yiḏəʕ,26,M
33494,ebər,41,br,ebra,26,M
33495,malka,56,mlk,malka,26,M
33497,ḳeṣṣṯa,239,ḳṣṣ,ḳeṣṣṯa,26,M
33498,šattril,191,štr,šattar yšattar,26,M
33499,ḥarsōye,1391,ḥrs,ḥōrsa,26,M
33500,yayṯunna,19,Ɂṯy,ayṯ(i) yayṯ(i),26,M
33502,ōḳ,14,hw(ḏ),hōḏ(i),26,M
33503,ḳūṯa,908,ḳwy,ḳūṯa,26,M
33504,yawse,296,yws,yawse,26,M
33505,lā,16,lɁ,la/lā,26,M
33506,irəṣ,286,rṣy,irəṣ/irṣi yirəṣ/yirṣi,26,M
33507,yapplēlon,44,Ɂpy,app(i) yapp(i),26,M
33508,ḳōymin,15,ḳwm,aḳa(m) yīḳu(m),26,M
33509,ḳaṭlille,248,ḳṭl,iḳṭal yiḳṭul,26,M
33510,w,1,w,w,26,M
33511,aspilla,155,Ɂsb/Ɂsp,asab yīsub,26,M
33512,ġaṣṣem,1638,ġṣm -> ġṣb,ġaṣṣem,26,M
33513,meʕle,162,mʕ,maʕ/maʕl-/miʕl-,26,M
33514,waḳčil,100,wḳč,waḳča,26,M
33515,mōṭya,159,mṭy,iməṭ/imṭi yiməṭ,26,M
33517,ġappl,30,ġpp,ġapp-,26,M
33518,ebər,41,br,ebra,26,M
33519,malka,56,mlk,malka,26,M
33520,hōġ,14,hw(ḏ),hōḏ(i),26,M
33521,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33522,mamella,3,Ɂmr,amar yīmar,26,M
33523,ṯāš,11,Ɂṯy,ṯōle yṯēle,26,M
33524,axul,61,Ɂxl,axal yīxul,26,M
33525,hanna,7,hnn,hanna,26,M
33526,sukkar,923,skr,sukkar,26,M
33528,īḏ,73,yḏw,īḏa,26,M
33529,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33530,lōmar,245,Ɂmr,lōmar,26,M
33531,čḳarreb,2090,ḳrb,ḳarreb yḳarreb,26,M
33532,w,1,w,w,26,M
33533,lā,16,lɁ,la/lā,26,M
33534,čīxul,61,Ɂxl,axal yīxul,26,M
33535,amell,3,Ɂmr,amar yīmar,26,M
33536,ḥarsōye,1391,ḥrs,ḥōrsa,26,M
33537,šuḳlunnā,43,škl,išḳal yišḳul,26,M
33538,šwunnā,10,šwy,išw/išwi yišw/yišwi,26,M
33540,ḳafṣa,2074,ḳfṣ,ḳafṣa,26,M
33541,balk,763,blk,balk,26,M
33542,zelle,8,Ɂzl,zalle yzelle,26,M
33543,menna,69,m,m/mn,26,M
33544,hanna,7,hnn,hanna,26,M
33545,ʕonta,3708,ʕnt,ʕonta,26,M
33546,w,1,w,w,26,M
33547,ōxla,61,Ɂxl,axal yīxul,26,M
33548,šaḳlunna,43,škl,išḳal yišḳul,26,M
33549,w,1,w,w,26,M
33550,šwunna,10,šwy,išw/išwi yišw/yišwi,26,M
33552,ḳafṣa,2074,ḳfṣ,ḳafṣa,26,M
33553,w,1,w,w,26,M
33554,išw,10,šwy,išw/išwi yišw/yišwi,26,M
33555,ḳomma,613,ḳmm,ḳomma,26,M
33556,ḥašīša,2045,ḥšš,ḥašīša,26,M
33557,w,1,w,w,26,M
33558,fakīṯa,2664,fky,fakīṯa,26,M
33559,w,1,w,w,26,M
33560,xōla,156,Ɂxl,xōla,26,M
33561,hōġ,14,hw(ḏ),hōḏ(i),26,M
33562,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33563,lōmar,245,Ɂmr,lōmar,26,M
33564,čīxul,61,Ɂxl,axal yīxul,26,M
33565,čbaḳḳaṯ,283,bḳy,čbaḳḳ yičbaḳḳ,26,M
33566,ḥamša,123,ḥmš,ḥammeš,26,M
33567,yūm,26,ywm,yōma,26,M
33568,xann,25,xnn,xann/xanni,26,M
33569,lōmar,245,Ɂmr,lōmar,26,M
33570,čīxul,61,Ɂxl,axal yīxul,26,M
33571,iḏiʕ,126,yḏʕ,iḏəʕ yiḏəʕ,26,M
33572,wzīrəl,202,wzr,wzīra,26,M
33573,malka,56,mlk,malka,26,M
33575,ḳeṣṣṯa,239,ḳṣṣ,ḳeṣṣṯa,26,M
33576,amelle,3,Ɂmr,amar yīmar,26,M
33577,yā,28,y(Ɂ),ya/yā,26,M
33578,malkaḥ,56,mlk,malka,26,M
33579,čūb,163,čw,čūb,26,M
33580,xulle,39,xll,xull,26,M
33581,mett,20,mtt,mett,26,M
33582,čmaḳtar,190,ḳtr,aḳtar yaḳtar,26,M
33583,čzappnenne,225,zbn,zappen yzappen,26,M
33584,čzubnenne,157,zbn,izban yizbun,26,M
33586,ḳiršō,148,ḳrš,ḳerša,26,M
33587,ḥatta,611,ḥtt,ḥatta,26,M
33588,ḥiwanō,1081,ḥwn,ḥaywōna/ḥiwōna,26,M
33589,hōġ,14,hw(ḏ),hōḏ(i),26,M
33590,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33591,batta,12,btt,batt-,26,M
33592,čīmuṯ,187,myṯ,ameṯ yīmuṯ,26,M
33593,afḓal,2646,fḓl,afḓal,26,M
33594,mett,20,mtt,mett,26,M
33595,čražiʕenna,92,ržʕ,rōžaʕ yrōžaʕ,26,M
33596,laʕ,117,lʕ,laʕ,26,M
33597,marōya,87,mr,mōra,26,M
33598,w,1,w,w,26,M
33599,ebər,41,br,ebra,26,M
33600,malka,56,mlk,malka,26,M
33601,ču,21,čw,čū/ču,26,M
33602,batte,12,btt,batt-,26,M
33603,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33604,ču,21,čw,čū/ču,26,M
33605,ḥayla,338,ḥyl,ḥayl-,26,M
33606,amell,3,Ɂmr,amar yīmar,26,M
33607,ḥarsōye,1391,ḥrs,ḥōrsa,26,M
33608,yalla,224,yll,yalla,26,M
33609,šuḳlunnā,43,škl,išḳal yišḳul,26,M
33610,šaḳlull,43,škl,išḳal yišḳul,26,M
33611,lōġ,14,hw(ḏ),hōḏ(i),26,M
33612,ġazalīṯa,718,ġzl,ġazalīṯa,26,M
33613,w,1,w,w,26,M
33614,zallun,8,Ɂzl,zalle yzelle,26,M
33615,ražiʕunna,92,ržʕ,rōžaʕ yrōžaʕ,26,M
33617,ġappil,30,ġpp,ġapp-,26,M
33618,marōya,87,mr,mōra,26,M
33619,waḳčin,100,wḳč,waḳča,26,M
33620,nafḏaṯ,91,nfḏ,infaḏ yinfuḏ,26,M
33621,laʕ,117,lʕ,laʕ,26,M
33622,yawse,296,yws,yawse,26,M
33623,iḥiḏ,1201,ḥḏy,iḥəḏ/iḥḏi yiḥəḏ,26,M
33624,yawse,296,yws,yawse,26,M
33625,bā,2,b,b-,26,M
33626,baḥar,59,bḥr,baḥar,26,M
33627,w,1,w,w,26,M
33628,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,26,M
33629,mlaḥmesla,1432,lḥms,laḥmes ylaḥmes,26,M
