,word_form,lemma_id,word_root,citation_form,speaker_age,speaker_gender
2936,zlinnaḥ,8,Ɂzl,zalle yzelle,33,F
2937,nkallel,1225,kll,kallel ykallel,33,F
2938,nwaḳḳīfin,165,wḳf,awḳef yawḳef,33,F
2939,ʕa,4,ʕly,ʕa/ʕal,33,F
2940,klīla,500,kll,klīla,33,F
2941,xullaḥ,39,xll,xull,33,F
2942,šaʕba,658,šʕb,šaʕba,33,F
2943,nwaḳḳīfin,165,wḳf,awḳef yawḳef,33,F
2944,affann,131,Ɂfy,aff/affi yaff/yaffi,33,F
2945,yḓuḥkun,405,ḓḥk,iḓḥek yiḓḥuk,33,F
2946,čuʕla,959,čw,čūʕl-/čuʕl-,33,F
2947,mett,20,mtt,mett,33,F
2948,nwaḳḳīfin,165,wḳf,awḳef yawḳef,33,F
2950,klīla,500,kll,klīla,33,F
2951,ana,18,ɁnɁ,ana,33,F
2952,ʕanbōxya,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2953,bōṯar,55,bṯr,bōṯar,33,F
2954,ma,293,mɁ,ma,33,F
2955,zlill,8,Ɂzl,zalle yzelle,33,F
2956,ḥassel,109,ḥsl,ḥassel yḥassel,33,F
2957,klīla,500,kll,klīla,33,F
2958,w,1,w,w,33,F
2959,ōmar,3,Ɂmr,amar yīmar,33,F
2960,mbārak,24,[NA],[loanword],33,F
2961,zlinnaḥ,8,Ɂzl,zalle yzelle,33,F
2962,ḥetta,32,ḥtt,ḥetta,33,F
2963,nġayyrell,717,ġyr,ġayyar yġayyar,33,F
2964,waʕyōṯaḥ,243,wʕy,wʕō,33,F
2965,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,33,F
2966,ġabrōna,90,ġbr,ġabrōna,33,F
2967,bōx,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2968,mamrille,3,Ɂmr,amar yīmar,33,F
2969,ʕaya,282,ʕy,ʕaya,33,F
2970,ʕačbōx,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2971,lōmar,245,Ɂmr,lōmar,33,F
2972,yaḥref,234,ḥrf,aḥref yaḥref,33,F
2973,ʕlayy,4,ʕly,ʕa/ʕal,33,F
2974,ommṯa,80,Ɂmm,ommṯa,33,F
2975,šaġġīlin,2240,šġl,šaġġel yšaġġel,33,F
2976,tabəkṯa,414,tbk,tabəkṯa,33,F
2977,w,1,w,w,33,F
2978,reḳḏa,1258,rḳḏ,reḳḏa,33,F
2979,w,1,w,w,33,F
2980,ommṯa,80,Ɂmm,ommṯa,33,F
2981,ʕambōxyin,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2982,wax,108,wr,wrāx,33,F
2983,ʕaya,282,ʕy,ʕaya,33,F
2984,ʕačbōxyin,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2985,ču,21,čw,čū/ču,33,F
2986,barnaš,184,br,barnaš/barš,33,F
2987,yaḏḏeʕ,126,yḏʕ,iḏəʕ yiḏəʕ,33,F
2988,ʕaya,282,ʕy,ʕaya,33,F
2989,ōbəl,50,Ɂbw,ōbu,33,F
2990,milād,47,[NA],[proper noun],33,F
2991,bōx,418,bxy,ibəx/ibxi yibəx/yibxi,33,F
2992,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,33,F
2993,mnakktin,3094,nkt,nakket ynakket,33,F
2994,rfiḳōye,235,rfḳ,rfīḳa,33,F
2995,w,1,w,w,33,F
2996,maḥəkyin,86,ḥky,aḥək yaḥək,33,F
2997,w,1,w,w,33,F
2998,ḓōḥkin,405,ḓḥk,iḓḥek yiḓḥuk,33,F
2999,w,1,w,w,33,F
3000,emmil,77,Ɂmm,emma,33,F
3001,milād,47,[NA],[proper noun],33,F
3002,xassaṯ,174,xss,xass/xassi yxass/yxassi,33,F
3003,w,1,w,w,33,F
3004,zlalla,8,Ɂzl,zalle yzelle,33,F
3005,ʕemmil,37,ʕmm,ʕemm-,33,F
3006,baʕḓin,98,bʕḓ,baʕḓ-,33,F
3007,zlinnaḥ,8,Ɂzl,zalle yzelle,33,F
3008,ʕa,4,ʕly,ʕa/ʕal,33,F
3009,utēl,3752,Ɂtyl,utēl,33,F
3010,aḥəšminnaḥ,720,ḥšm,aḥšem yaḥšem,33,F
3011,w,1,w,w,33,F
3012,ṯinnaḥ,11,Ɂṯy,ṯōle yṯēle,33,F
3013,ʕa,4,ʕly,ʕa/ʕal,33,F
3014,payṯaḥ,29,byṯ,payṯa,33,F
3015,w,1,w,w,33,F
3016,hanna,7,hnn,hanna,33,F
3017,hū,35,hw,hū,33,F
3018,klīlaḥ,500,kll,klīla,33,F
3019,orḥa,167,Ɂrḥ,orḥa,51,F
3020,yōma,26,ywm,yōma,51,F
3022,yumō,26,ywm,yōma,51,F
3023,īḥ,76,Ɂyṯ,īle/ūle,51,F
3024,šbōpča,1122,šbb,šbōpča,51,F
3025,batta,12,btt,batt-,51,F
3026,čxallef,941,xlf,čxallaf yičxallaf,51,F
3027,willa,49,wll,willa/walla,51,F
3028,ʕamtaḳḳōṯ,169,tḳḳ,ataḳ yittuḳ,51,F
3029,ṯarʕa,114,ṯrʕ,ṯarʕa,51,F
3030,ḳōmiṯ,15,ḳwm,aḳa(m) yīḳu(m),51,F
3031,faṯḥilla,218,fṯḥ,ifṯaḥ yifṯuḥ,51,F
3032,ōmar,3,Ɂmr,amar yīmar,51,F
3033,taxīliš,343,txl,taxīl- taxīlč-,51,F
3034,ya,28,y(Ɂ),ya/yā,51,F
3035,emmlə,77,Ɂmm,emma,51,F
3036,šḥōde,47,[NA],[proper noun],51,F
3037,nḥūč,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč,51,F
3038,liʕlaynaḥ,75,lʕ,leʕl-,51,F
3039,ḳalles,66,ḳls,ḳalles,51,F
3040,weš,591,wr,wēš,51,F
3041,mō,23,mɁ,mō,51,F
3042,battiš,12,btt,batt-,51,F
3043,ōmar,3,Ɂmr,amar yīmar,51,F
3044,činya,295,yḏʕ,činya,51,F
3045,mōl,23,mɁ,mō,51,F
3046,zahwe,3576,zhw,zahwe,51,F
3047,ḳaminnaḥ,15,ḳwm,aḳa(m) yīḳu(m),51,F
3048,niḥčinnaḥ,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč,51,F
3049,weš,591,wr,wēš,51,F
3050,mōš,23,mɁ,mō,51,F
3051,ōmar,3,Ɂmr,amar yīmar,51,F
3052,taxīliš,343,txl,taxīl- taxīlč-,51,F
3053,šattrinnaḥ,191,štr,šattar yšattar,51,F
3054,roḥət,261,rḥl,roḥəl,51,F
3055,tōyṯa,2346,twy,tōyṯa,51,F
3056,w,1,w,w,51,F
3057,ḳayya,180,ḳwm,ḳayya(m),51,F
3058,la,124,l,la,51,F
3059,ṯalla,11,Ɂṯy,ṯōle yṯēle,51,F
3060,ē,38,Ɂy,ē,51,F
3061,ṭayyeb,808,ṭyb,ṭayyeb,51,F
3062,anaḥ,118,Ɂnḥ,anaḥ,51,F
3063,mō,23,mɁ,mō,51,F
3064,battaḥ,12,btt,batt-,51,F
3065,nišw,10,šwy,išw/išwi yišw/yišwi,51,F
3066,ču,21,čw,čū/ču,51,F
3067,nimbaḳḳrin,216,bḳr,baḳḳar ybaḳḳar,51,F
3068,ōmar,3,Ɂmr,amar yīmar,51,F
3069,ḥáyyalla,841,ḥyll,ḥáyyalla/ḥayyalla,51,F
3070,ḳʕōš,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3071,ḳūr,219,ḳwr,ḳūr-,51,F
3072,ḳʕill,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3073,ḳūrl,219,ḳwr,ḳūr-,51,F
3074,ōš,14,hw(ḏ),hōḏ(i),51,F
3075,šunīṯa,178,šny,šunīṯa,51,F
3076,willa,49,wll,willa/walla,51,F
3077,ataḳ,169,tḳḳ,ataḳ yittuḳ,51,F
3078,mōyər,99,mw,mōya,51,F
3079,rayša,70,ryš,rayša,51,F
3080,ḏukkil,133,ḏkk,ḏukkil/ḏikkil,51,F
3081,ataḳ,169,tḳḳ,ataḳ yittuḳ,51,F
3082,mōyər,99,mw,mōya,51,F
3083,rayša,70,ryš,rayša,51,F
3084,amrilla,3,Ɂmr,amar yīmar,51,F
3085,weš,591,wr,wēš,51,F
3086,ḳʕāx,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3087,niḥəm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,51,F
3088,ḳōmaṯ,15,ḳwm,aḳa(m) yīḳu(m),51,F
3089,šulaḥla,10,šwy,išw/išwi yišw/yišwi,51,F
3090,farəšṯa,966,frš,farəšṯa,51,F
3091,w,1,w,w,51,F
3092,aḳəʕlaḥla,521,ḳʕy,aḳəʕ yaḳəʕ,51,F
3093,willa,49,wll,willa/walla,51,F
3094,ḥimlaḥəṭ,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,51,F
3095,ṭefla,134,ṭfl,ṭefla,51,F
3096,wažžeh,1843,wžh,wažžah ywažžah,51,F
3097,amrilla,3,Ɂmr,amar yīmar,51,F
3098,ē,38,Ɂy,ē,51,F
3099,ḳʕāš,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3100,ḳʕāš,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3101,ḳʕalla,22,ḳʕy,ḳʕōle yiḳʕēle,51,F
3102,hōš,104,hwš,hōš/hōši,51,F
3103,šunīṯa,178,šny,šunīṯa,51,F
3104,w,1,w,w,51,F
3105,aḷō,63,Ɂl,aḷō,51,F
3106,aʕinannaḥ,1904,ʕwn,ōʕen yōʕen,51,F
3107,xalləflaḥla,382,xlf,xallef yxallef,51,F
3108,w,1,w,w,51,F
3109,ixleḳ,1152,xlḳ,ixleḳ yixlaḳ,51,F
3110,hanna,7,hnn,hanna,51,F
3111,ṭefla,134,ṭfl,ṭefla,51,F
3112,appallī,44,Ɂpy,app(i) yapp(i),51,F
3113,maṣfarča,1469,ṣfr,maṣfarča,51,F
3114,appalli,44,Ɂpy,app(i) yapp(i),51,F
3115,appallī,44,Ɂpy,app(i) yapp(i),51,F
3116,ḥūṭa,435,ḥyṭ,ḥūṭa,51,F
3117,appalli,44,Ɂpy,app(i) yapp(i),51,F
3118,ayṯlaḥəl,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3119,lōm,14,hw(ḏ),hōḏ(i),51,F
3120,maṣfarča,1469,ṣfr,maṣfarča,51,F
3121,w,1,w,w,51,F
3122,ḳaṭəʕlaḥəl,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ,51,F
3123,lanna,48,hnn,lanna,51,F
3124,psōna,289,bsn/psn,psōna,51,F
3125,ṣorrṯe,743,ṣrr,ṣorrṯa,51,F
3126,w,1,w,w,51,F
3127,ḳatərlaḥlēle,315,ḳtr,iḳtar yiḳtur,51,F
3128,w,1,w,w,51,F
3129,aməṣṭinnaḥ,1243,mṣṭ,amṣeṭ yamṣeṭ,51,F
3130,mōya,99,mw,mōya,51,F
3131,w,1,w,w,51,F
3132,ḥammimlaḥle,1207,ḥmm,ḥammem yḥammem,51,F
3133,w,1,w,w,51,F
3134,ayṯlaḥəl,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3135,ġullō,1627,ġll,ġolla,51,F
3136,w,1,w,w,51,F
3138,mlaffṯa,2125,lff,mlaffṯa,51,F
3139,w,1,w,w,51,F
3141,waʕyōṯe,243,wʕy,wʕō,51,F
3142,w,1,w,w,51,F
3143,xasslaḥlēle,174,xss,xass/xassi yxass/yxassi,51,F
3144,w,1,w,w,51,F
3145,aḳəʕlaḥle,521,ḳʕy,aḳəʕ yaḳəʕ,51,F
3146,ḳūrl,219,ḳwr,ḳūr-,51,F
3147,emme,77,Ɂmm,emma,51,F
3149,ṯēn,125,ṯny,ṯēn/ṯēni,51,F
3150,yōma,26,ywm,yōma,51,F
3151,ṯēn,125,ṯny,ṯēn/ṯēni,51,F
3152,yōma,26,ywm,yōma,51,F
3153,nmayṯyin,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3154,melḥa,682,mlḥ,melḥa,51,F
3155,nmišwillun,10,šwy,išw/išwi yišw/yišwi,51,F
3157,mōya,99,mw,mōya,51,F
3158,w,1,w,w,51,F
3159,nmaġəlyillun,493,ġly,aġəl yaġəl,51,F
3161,ḥitta,32,ḥtt,ḥetta,51,F
3162,yičkárrirun,2887,krr,čkarrar yičkarrar,51,F
3163,w,1,w,w,51,F
3164,nmaḳərṣillun,1412,ḳrṣ,aḳreṣ yaḳreṣ,51,F
3165,nmayṯyill,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3166,lanna,48,hnn,lanna,51,F
3167,psōna,289,bsn/psn,psōna,51,F
3168,w,1,w,w,51,F
3169,nimḥammimille,1207,ḥmm,ḥammem yḥammem,51,F
3170,bōn,2,b,b-,51,F
3171,ʕa,4,ʕly,ʕa/ʕal,51,F
3172,ṯlōṯa,78,ṯlṯ,eṯlaṯ,51,F
3173,yūm,26,ywm,yōma,51,F
3174,bōṯar,55,bṯr,bōṯar,51,F
3175,ṯlōṯa,78,ṯlṯ,eṯlaṯ,51,F
3176,yūm,26,ywm,yōma,51,F
3177,yīb,53,b,yīb,51,F
3178,nhayyirirr,571,hry,hayyar yhayyar,51,F
3179,rayḥōna,2222,ryḥn,rayḥōna,51,F
3180,mayṯyille,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3181,ʕalya,1166,ʕly,ʕalya,51,F
3182,taḳḳille,169,tḳḳ,ataḳ yittuḳ,51,F
3183,w,1,w,w,51,F
3184,mnaʕʕmille,850,nʕm,naʕʕem ynaʕʕem,51,F
3185,w,1,w,w,51,F
3186,msawwyille,1137,swy,sōw ysōw,51,F
3187,ex,74,Ɂx,ex/ux,51,F
3188,xoḥla,2378,xḥl,xoḥla,51,F
3189,w,1,w,w,51,F
3190,nmayṯyin,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3191,mešḥa,683,mšḥ,mešḥa,51,F
3192,nḏahnill,1187,ḏhn,iḏhan yiḏhun,51,F
3193,lanna,48,hnn,lanna,51,F
3194,psōna,289,bsn/psn,psōna,51,F
3195,xulle,39,xll,xull,51,F
3196,ssawa,160,swy,sawa,51,F
3197,w,1,w,w,51,F
3198,nmayṯyill,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3199,lanna,48,hnn,lanna,51,F
3200,rayḥōna,2222,ryḥn,rayḥōna,51,F
3201,w,1,w,w,51,F
3202,nmišwille,10,šwy,išw/išwi yišw/yišwi,51,F
3203,xett,45,xtt,xett/xetti,51,F
3204,ʕa,4,ʕly,ʕa/ʕal,51,F
3205,ṯlōṯa,78,ṯlṯ,eṯlaṯ,51,F
3206,yūm,26,ywm,yōma,51,F
3207,bōṯar,55,bṯr,bōṯar,51,F
3208,ṯlōṯa,78,ṯlṯ,eṯlaṯ,51,F
3209,yūm,26,ywm,yōma,51,F
3210,nimḥammimille,1207,ḥmm,ḥammem yḥammem,51,F
3212,mōya,99,mw,mōya,51,F
3213,naḓḓīfin,1723,nḓf,naḓḓef,51,F
3214,w,1,w,w,51,F
3215,nmayṯyin,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3216,xoḥla,2378,xḥl,xoḥla,51,F
3217,nxaḥlille,3506,xḥl,ixḥal yixḥul,51,F
3218,w,1,w,w,51,F
3219,nraššille,548,ršš,araš yirruš,51,F
3220,bōdra,2528,bdr,bōdra,51,F
3221,w,1,w,w,51,F
3222,nimhantzille,1212,hntz,hantez yhantez,51,F
3223,w,1,w,w,51,F
3224,nimxasslille,174,xss,xass/xassi yxass/yxassi,51,F
3225,waʕyōṯe,243,wʕy,wʕō,51,F
3226,ti,9,t,ti,51,F
3227,naḓḓīfan,1723,nḓf,naḓḓef,51,F
3228,w,1,w,w,51,F
3229,nmapplill,44,Ɂpy,app(i) yapp(i),51,F
3230,emme,77,Ɂmm,emma,51,F
3231,w,1,w,w,51,F
3232,baʕdēn,62,bʕd,baʕdēn,51,F
3233,nmayṯyin,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3234,tepsa,660,tps,tepsa,51,F
3235,nmišwin,10,šwy,išw/išwi yišw/yišwi,51,F
3236,ḳalles,66,ḳls,ḳalles,51,F
3237,ʕal,4,ʕly,ʕa/ʕal,51,F
3238,īḏaḥ,73,yḏw,īḏa,51,F
3239,w,1,w,w,51,F
3240,nimḥankille,2760,ḥnk,ḥannek yḥannek,51,F
3242,ṯemme,397,ṯmm,ṯemma,51,F
3243,nrafəʕlille,412,rfʕ,irfaʕ yirfuʕ,51,F
3244,tantūlče,3412,tntl,tantūlča,51,F
3245,w,1,w,w,51,F
3246,nmapplill,44,Ɂpy,app(i) yapp(i),51,F
3247,emme,77,Ɂmm,emma,51,F
3248,ṯōḳna,17,ṯḳn,iṯḳen yiṯḳan,51,F
3249,maynḳōle,3558,ynḳ,ayneḳ yayneḳ,51,F
3251,bizzōya,1953,bzz,bezza,51,F
3252,ču,21,čw,čū/ču,51,F
3253,ōxel,61,Ɂxl,axal yīxul,51,F
3254,ḥalba,325,ḥlb,ḥalba,51,F
3255,w,1,w,w,51,F
3256,lā,16,lɁ,la/lā,51,F
3257,mett,20,mtt,mett,51,F
3258,nmayṯyill,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3259,lōm,14,hw(ḏ),hōḏ(i),51,F
3260,mlaffṯa,2125,lff,mlaffṯa,51,F
3261,w,1,w,w,51,F
3262,nmišwill,10,šwy,išw/išwi yišw/yišwi,51,F
3263,lann,147,hnn,lann,51,F
3264,ġullō,1627,ġll,ġolla,51,F
3265,mett,20,mtt,mett,51,F
3266,zrūḳin,1541,zrḳ,izruḳ,51,F
3267,mett,20,mtt,mett,51,F
3268,zahər,2425,zhr,zahər,51,F
3269,mett,20,mtt,mett,51,F
3270,ḥuwwūrin,314,ḥwr,ḥuwwar,51,F
3271,mett,20,mtt,mett,51,F
3272,mlawwnin,2983,lwn,mlawwan,51,F
3274,ḥōṣel,471,ḥṣl,ḥōṣel/ḥāṣel,51,F
3275,čūṯ,112,Ɂyṯ,čūṯ(i),51,F
3276,ḥuwwar,314,ḥwr,ḥuwwar,51,F
3277,ext,203,Ɂxt,ext/exət/exti,51,F
3278,imōḏ,272,ywm,imōḏ,51,F
3279,hann,33,hnn,hann(un),51,F
3280,ti,9,t,ti,51,F
3281,zamōl,198,zmn,zamōna,51,F
3282,ḳatem,2108,ḳtm,ḳatem,51,F
3283,w,1,w,w,51,F
3284,yīb,53,b,yīb,51,F
3285,nayyīṯin,19,Ɂṯy,ayṯ(i) yayṯ(i),51,F
3286,ʕafra,818,ʕfr,ʕafra,51,F
3287,naʕʕem,850,nʕm,naʕʕem ynaʕʕem,51,F
3288,iḥəl,168,ḥlw,iḥəl,51,F
3289,nimḥammṣille,2029,ḥmṣ,ḥammeṣ yḥammeṣ,51,F
3290,ʕ,4,ʕly,ʕa/ʕal,51,F
3291,nūra,256,nwr,nūra,51,F
3292,ḥitta,32,ḥtt,ḥetta,51,F
3293,čzella,8,Ɂzl,zalle yzelle,51,F
3294,rṭūpča,2217,rṭb,rṭūpča,51,F
3295,menne,69,m,m/mn,51,F
3296,w,1,w,w,51,F
3297,nfartille,967,frt,ifrat yifrut,51,F
3299,anna,7,hnn,hanna,51,F
3300,ġolla,1627,ġll,ġolla,51,F
3301,w,1,w,w,51,F
3302,nmišwille,10,šwy,išw/išwi yišw/yišwi,51,F
3303,xann,25,xnn,xann/xanni,51,F
3304,ḳalles,66,ḳls,ḳalles,51,F
3305,iza,363,Ɂza,iza,51,F
3306,ḳarreṣ,2891,ḳrṣ,ḳarreṣ,51,F
3307,willa,49,wll,willa/walla,51,F
3308,lā,16,lɁ,la/lā,51,F
3309,ḥitta,32,ḥtt,ḥetta,51,F
3310,lā,16,lɁ,la/lā,51,F
3311,nxarrḥell,592,xrḥ,xarraḥ yxarraḥ,51,F
3312,psōna,289,bsn/psn,psōna,51,F
3313,w,1,w,w,51,F
3314,nlaffille,576,lff,alaf yilluf,51,F
3315,ruġrōye,260,rġr,reġra,51,F
3316,w,1,w,w,51,F
3317,ḏwōṯe,73,yḏw,īḏa,51,F
3318,w,1,w,w,51,F
3319,alkul,820,Ɂlkl,alkul,51,F
3321,šečča,342,ščč/šṯṯ,šeṯṯ,51,F
3322,yarəḥ,205,rḥl,yarḥa,51,F
3323,uxxul,102,xll,uxxul/uxxil,51,F
3324,yōma,26,ywm,yōma,51,F
3325,baḥ,12,btt,batt-,51,F
3326,nišwlēle,10,šwy,išw/išwi yišw/yišwi,51,F
3327,hanna,7,hnn,hanna,51,F
3328,ʕittōna,1330,ʕtn,ʕittōna,51,F
3329,bōṯar,55,bṯr,bōṯar,51,F
3330,šečča,342,ščč/šṯṯ,šeṯṯ,51,F
3331,yarəḥ,205,rḥl,yarḥa,51,F
3332,ṯōḳna,17,ṯḳn,iṯḳen yiṯḳan,51,F
3333,emme,77,Ɂmm,emma,51,F
3334,mmallḥōle,1709,mlḥ,malleḥ ymalleḥ,51,F
3335,ḳalles,66,ḳls,ḳalles,51,F
3336,marḳṯil,1713,mrḳ,marəḳṯa,51,F
3337,bišōla,958,bšl,bišōla,51,F
3338,čūṯ,112,Ɂyṯ,čūṯ(i),51,F
3339,ḥalba,325,ḥlb,ḥalba,51,F
3340,ḳalles,66,ḳls,ḳalles,51,F
3341,bišōl,958,bšl,bišōla,51,F
3342,ti,9,t,ti,51,F
3343,maṭṭeṭ,3033,mṭṭ,maṭṭeṭ,51,F
3344,ḳalles,66,ḳls,ḳalles,51,F
3345,bišōl,958,bšl,bišōla,51,F
3346,labaniyye,1100,lbn,labaniyye,51,F
3347,ḥáyyalla,841,ḥyll,ḥáyyalla/ḥayyalla,51,F
3348,marḳṯa,1713,mrḳ,marəḳṯa,51,F
3349,nzōllin,1860,zll,azal yizzul,51,F
3351,ann,33,hnn,hann(un),51,F
3352,bišalō,958,bšl,bišōla,51,F
3353,nmaṭʕmillun,508,ṭʕm,aṭʕem yaṭʕem,51,F
3354,uxxul,102,xll,uxxul/uxxil,51,F
3355,yōma,26,ywm,yōma,51,F
3356,ḳalles,66,ḳls,ḳalles,51,F
3357,ḳalles,66,ḳls,ḳalles,51,F
3358,ṯōḳnin,17,ṯḳn,iṯḳen yiṯḳan,51,F
3359,lōyfin,595,ylf,ilef/(īlaf) yīlaf,51,F
3360,ʕa,4,ʕly,ʕa/ʕal,51,F
3361,xōla,156,Ɂxl,xōla,51,F
3362,ōxlin,61,Ɂxl,axal yīxul,51,F
3363,ḥáyyalla,841,ḥyll,ḥáyyalla/ḥayyalla,51,F
3364,hinn,175,hnn,hinn,51,F
3365,yaʕni,60,ʕny,aʕən yaʕən,47,F
3366,eḥḏa,132,Ɂḥḏ,eḥḏa,47,F
3367,bess,42,bss,bess/bessi,47,F
3368,čxallef,941,xlf,čxallaf yičxallaf,47,F
3369,yīb,53,b,yīb,47,F
3370,xallīfa,382,xlf,xallef yxallef,47,F
3371,ōṯya,11,Ɂṯy,ṯōle yṯēle,47,F
3372,ṯyillun,11,Ɂṯy,ṯōle yṯēle,47,F
3373,ḳarribōya,247,ḳrb,ḳarreb,47,F
3374,mbarixilla,957,brx,bōrex ybōrex,47,F
3375,mayṯyilla,19,Ɂṯy,ayṯ(i) yayṯ(i),47,F
3376,ʕemme,37,ʕmm,ʕemm-,47,F
3377,htiyōṯa,840,hty,htīṯa,47,F
3378,mett,20,mtt,mett,47,F
3379,mayṯyilla,19,Ɂṯy,ayṯ(i) yayṯ(i),47,F
3380,ḥramō,2037,ḥrm,ḥrōma,47,F
3381,mett,20,mtt,mett,47,F
3382,mayṯyilla,19,Ɂṯy,ayṯ(i) yayṯ(i),47,F
3383,ṭaḳmō,1507,ṭḳm,ṭaḳma,47,F
3384,mett,20,mtt,mett,47,F
3385,mayṯyilla,19,Ɂṯy,ayṯ(i) yayṯ(i),47,F
3386,másalan,149,msl,másalan,47,F
3387,ḳoṭəʕṯiḏ,2937,ḳṭʕ,ḳoṭəʕṯa,47,F
3388,ḏahba,94,ḏhb,ḏahba,47,F
3389,anaḥ,118,Ɂnḥ,anaḥ,47,F
3390,ġappaynaḥ,30,ġpp,ġapp-,47,F
3391,ʕōṯṯa,707,ʕwt,ʕōṯṯa/ʕōtṯa,47,F
3392,hōxa,51,hwx,hōxa,47,F
3393,nmayṯyin,19,Ɂṯy,ayṯ(i) yayṯ(i),47,F
3394,másalan,149,msl,másalan,47,F
3395,tepsa,660,tps,tepsa,47,F
3396,maġəlyille,493,ġly,aġəl yaġəl,47,F
3397,ʕemmil,37,ʕmm,ʕemm-,47,F
3398,mōya,99,mw,mōya,47,F
3399,w,1,w,w,47,F
3400,mišwille,10,šwy,išw/išwi yišw/yišwi,47,F
3401,bharāt,24,[NA],[loanword],47,F
3402,zanzabīla,3610,znzbl,zanzabīla,47,F
3403,w,1,w,w,47,F
3404,ḳirfe,2877,ḳrf,ḳirfe,47,F
3405,w,1,w,w,47,F
3407,ṭīb,24,[NA],[loanword],47,F
3408,ḳrunful,2520,[NA],ḳrunful,47,F
3409,w,1,w,w,47,F
3410,yōnsun,2407,ywnsn,yōnsun/yōnson,47,F
3411,w,1,w,w,47,F
3412,ġawzō,569,ġwz,ġawza,47,F
3413,baʕdēn,62,bʕd,baʕdēn,47,F
3414,bess,42,bss,bess/bessi,47,F
3415,yḥasslun,434,ḥsl,ḥassel,47,F
3416,mṣaffyille,739,ṣfy,ṣaff yṣaff,47,F
3418,finžanō,433,fnž,finžōna,47,F
3419,mišwille,10,šwy,išw/išwi yišw/yišwi,47,F
3421,ann,33,hnn,hann(un),47,F
3422,finžanō,433,fnž,finžōna,47,F
3423,mišwille,10,šwy,išw/išwi yišw/yišwi,47,F
3424,ʕa,4,ʕly,ʕa/ʕal,47,F
3425,ffōye,324,ffy,ffō,47,F
3426,ġawzō,569,ġwz,ġawza,47,F
3427,másalan,149,msl,másalan,47,F
3428,mšakklille,3231,škl,šakkel yšakkel,47,F
3429,w,1,w,w,47,F
3430,mḓayīfin,513,ḓyf,ḓōyef yḓōyef,47,F
3431,bē,71,byṯ,bē,47,F
3432,mḓayifill,513,ḓyf,ḓōyef yḓōyef,47,F
3433,lannun,33,hnn,hann(un),47,F
3434,w,1,w,w,47,F
3435,mḓayīfin,513,ḓyf,ḓōyef yḓōyef,47,F
3436,masalan,149,msl,másalan,47,F
3437,ḳahwe,177,ḳhw,ḳahwe,47,F
3438,xett,45,xtt,xett/xetti,47,F
3439,šukalāta,1773,šklt,šukalāta,47,F
3440,w,1,w,w,47,F
3441,zlillun,8,Ɂzl,zalle yzelle,47,F
3442,ommṯa,80,Ɂmm,ommṯa,47,F
3443,ʕa,4,ʕly,ʕa/ʕal,47,F
3444,payṯyōṯun,29,byṯ,payṯa,47,F
3445,ṯyalle,96,[NA],[sic],47,F
3446,ḥōṯa,376,ḥ,ḥōṯa,47,F
3447,yaʕni,60,ʕny,aʕən yaʕən,47,F
3448,šbōpča,1122,šbb,šbōpča,47,F
3449,ḳarrīpča,247,ḳrb,ḳarreb,47,F
3450,xann,25,xnn,xann/xanni,47,F
3451,mbarīxin,957,brx,bōrex ybōrex,47,F
3452,w,1,w,w,47,F
3453,maʕzmillun,246,ʕzm,aʕzem yaʕzem,47,F
3454,w,1,w,w,47,F
3455,mwažžbillun,1523,wžb,wažžeb ywažžeb,47,F
3456,hann,33,hnn,hann(un),47,F
3458,hanna,7,hnn,hanna,47,F
3459,miġli,24,[NA],[loanword],47,F
3460,mō,23,mɁ,mō,47,F
3461,mšammyille,309,šmy,šamm yšamm,47,F
3462,swīḳa,1495,swḳ,swīḳa,47,F
3463,baḥ,12,btt,batt-,34,M
