,word_form,lemma_id,word_root,citation_form
41097,mō,23,mɁ,mō
41098,aḥkiš,86,ḥky,aḥək yaḥək
41100,emmat,402,Ɂmt,emmat
41101,šaḳəllīš,43,škl,išḳal yišḳul
41102,ṯinaġelča,278,ṯnġl,ṯinaġelča
41103,amrōle,3,Ɂmr,amar yīmar
41104,lā,16,lɁ,la/lā
41105,aḥkiṯ,86,ḥky,aḥək yaḥək
41106,mett,20,mtt,mett
41107,ábatan,443,Ɂbd,ábatan
41108,ábatan,443,Ɂbd,ábatan
41109,ġēr,95,ġyr,ġayr/ġēr
41110,yuxlenna,61,Ɂxl,axal yīxul
41112,hnō,980,hny,hnō
41113,amrilla,3,Ɂmr,amar yīmar
41114,laɁ,249,lɁ,laɁ
41115,atʕāy,633,tʕy,atəʕ/atʕi yatəʕ/yatʕi
41116,aʕle,4,ʕly,ʕa/ʕal
41117,ḏukkṯiṯ,107,ḏkk,ḏokkṯa
41118,ṯiḳnaṯ,17,ṯḳn,iṯḳen yiṯḳan
41119,matəʕya,633,tʕy,atəʕ/atʕi yatəʕ/yatʕi
41120,aʕlax,4,ʕly,ʕa/ʕal
41121,isḳaṭ,276,sḳṭ,isḳaṭ yisḳaṭ
41122,mennax,69,m,m/mn
41123,rīša,918,ryš,rīša
41124,w,1,w,w
41125,ayṭbič,271,yṭb,ayṭeb yayṭeb
41126,čuppax,668,čw,čuppe
41127,blō,1929,bly,blō
41128,w,1,w,w
41129,ḳōmič,15,ḳwm,aḳa(m) yīḳu(m)
41130,čūb,163,čw,čūb
41131,aḥsan,351,ḥsn,aḥsan
41132,mil,84,mḏ,mil
41133,ṯḳellax,17,ṯḳn,iṯḳen yiṯḳan
41134,iṯər,113,ṯr,iṯər/iṯri
41135,yarəḥ,205,rḥl,yarḥa
41136,čiḏmex,199,ḏmx,iḏmex yiḏmux
41138,farəšṯa,966,frš,farəšṯa
41139,amelle,3,Ɂmr,amar yīmar
41140,wax,108,wr,wrāx
41141,ykaṯṯrell,1229,kṯr,kaṯṯar ykaṯṯar
41142,xayrax,510,xyr,xayra
41143,yā,28,y(Ɂ),ya/yā
41144,rēt,1752,ryt,yā rēt
41146,zibnō,2413,zbn,zibnō
41147,čōṯ,11,Ɂṯy,ṯōle yṯēle
41148,liʕli,75,lʕ,leʕl-
41149,wōb,54,b,wōb
41150,lā,16,lɁ,la/lā
41151,axličl,61,Ɂxl,axal yīxul
41152,ōč,14,hw(ḏ),hōḏ(i)
41153,čžōʕča,2372,wžʕ,čžōʕča
41154,xulla,39,xll,xull
41155,ssawa,160,swy,sawa
41156,ḥilwōl,1649,ḥlw,ḥilwōna
41157,lōṯ,14,hw(ḏ),hōḏ(i)
41158,ṯinaġelča,278,ṯnġl,ṯinaġelča
41159,hōḏ,14,hw(ḏ),hōḏ(i)
41160,hī,72,hy,hī
41161,msawəlfin,744,swlf,sawlef ysawlef
41162,wōṯ,305,Ɂyṯ,wōṯ/wōṯi
41163,ġabrōna,90,ġbr,ġabrōna
41164,ifḳer,336,fḳr,ifḳer
41165,išmeʕ,182,šmʕ,išmeʕ yišmaʕ
41166,inno,68,Ɂnn,inno/inne/inni
41167,ōṯ,27,Ɂyṯ,ōṯ(i)
41169,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41170,baʕʕeḏ,349,bʕḏ,baʕʕeḏ
41171,maʕ,88,mʕ,maʕ
41172,blōte,36,blt,blōta
41173,žawəhrōṯa,333,žwhr,žawharča
41174,w,1,w,w
41175,ḏahba,94,ḏhb,ḏahba
41176,hanna,7,hnn,hanna
41177,ġabrōna,90,ġbr,ġabrōna
41178,čūle,364,čw,čūl-
41179,illa,176,ɁlɁ,illa
41180,wattʕit,938,wtʕ,wattaʕ ywattaʕ
41181,tiḏōye,212,tyḏ,tiḏō
41182,w,1,w,w
41183,zalle,8,Ɂzl,zalle yzelle
41184,ḳsītl,1418,ḳṣt,ḳsīta
41185,anna,7,hnn,hanna
41186,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41187,ytawwar,211,twr,tawwar ytawwar
41188,ʕ,4,ʕly,ʕa/ʕal
41189,saʕte,3349,sʕt,saʕta
41190,bōṯar,55,bṯr,bōṯar
41191,ṯlōṯa,78,ṯlṯ,eṯlaṯ
41192,yūm,26,ywm,yōma
41194,tuwwōra,3442,twr,tuwwōra
41195,iščaḥ,67,ščḥy,iščaḥ yiščaḥ
41196,hanna,7,hnn,hanna
41197,ġabrōna,90,ġbr,ġabrōna
41198,žawharča,333,žwhr,žawharča
41199,ḳattil,779,ḳtt,ḳatt/ḳattil/ḳattlə
41200,ġawza,569,ġwz,ġawza
41201,inəpṣaṭ,348,bṣṭ,inəpṣaṭ yinəpṣaṭ
41202,bā,2,b,b-
41203,baḥar,59,bḥr,baḥar
41204,w,1,w,w
41205,šūna,10,šwy,išw/išwi yišw/yišwi
41207,ʕoppe,874,ʕpp,ʕoppa
41208,w,1,w,w
41209,rōžaʕ,92,ržʕ,rōžaʕ yrōžaʕ
41211,ġappit,30,ġpp,ġapp-
41212,tiḏōye,212,tyḏ,tiḏō
41213,w,1,w,w
41214,hū,35,hw,hū
41215,ʕammaḥlem,1647,ḥlm,aḥlem yaḥlem
41217,zuppōnəl,945,zbn,zuppōna
41218,žawharča,333,žwhr,žawharča
41219,w,1,w,w
41221,ṭīma,664,ṭym,ṭīma
41222,yizbun,157,zbn,izban yizbun
41223,payṯa,29,byṯ,payṯa
41224,ḥačči,833,ḥčč,ḥačč(i)
41225,w,1,w,w
41226,šaləʕṯil,2264,šlʕ,šaləʕṯa
41227,ḳinyōna,2088,ḳny,ḳinyōna
41228,w,1,w,w
41229,šaləʕṯiṭ,2264,šlʕ,šaləʕṯa
41230,ṭarša,457,ṭrš,ṭarša
41231,yisčfet,2699,fyt,isčfet yisčfet
41232,minnayhun,6,mn,m-/mn-
41233,hū,35,hw,hū
41234,w,1,w,w
41235,tiḏōye,212,tyḏ,tiḏō
41236,w,1,w,w
41237,hū,35,hw,hū
41238,allex,64,Ɂlx,allex yallex
41239,ʕamfakkar,514,fkr,fakkar yfakkar
41241,ōḥ,14,hw(ḏ),hōḏ(i)
41242,ḥalōyṯa,608,ḥlw,ḥalōyṯa
41243,ḥimne,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41244,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ
41245,ōġa,462,Ɂġ,ōġa
41246,iḳṭōʕay,2935,ḳṭʕ,iḳṭōʕay
41247,mōrəl,87,mr,mōra
41248,ḥilyōṯa,1667,ḥyl,ḥīlča
41249,šaʕʕle,140,šʕl,šaʕʕel yšaʕʕel
41250,anik,265,hnk,anik
41251,čōb,83,b,ōb/ōbi
41252,w,1,w,w
41253,lina,329,ln,lina
41254,hačči,79,hčč,hačč/hačči
41255,čōz,8,Ɂzl,zalle yzelle
41256,w,1,w,w
41257,ʕaya,282,ʕy,ʕaya
41258,čmapṣuṭ,323,bṣṭ,mapṣuṭ
41259,xull,39,xll,xull
41260,lanna,48,hnn,lanna
41261,hanna,7,hnn,hanna
41262,ġabrōna,90,ġbr,ġabrōna
41263,ti,9,t,ti
41264,tarwīša,807,trwš,tarwīša
41265,čūle,364,čw,čūl-
41266,illa,176,ɁlɁ,illa
41267,aḥkēl,86,ḥky,aḥək yaḥək
41268,lanna,48,hnn,lanna
41269,ōġa,462,Ɂġ,ōġa
41270,ḥiyalžō,1668,ḥyl,ḥiyalžay
41271,maʕ,88,mʕ,maʕ
41272,ḳeṣṣṯe,239,ḳṣṣ,ḳeṣṣṯa
41273,hanna,7,hnn,hanna
41274,ōġa,462,Ɂġ,ōġa
41275,bōṯar,55,bṯr,bōṯar
41276,ma,293,mɁ,ma
41277,čɁakkat,3672,Ɂkt,čɁakkat yičɁakkat
41279,tarwīša,807,trwš,tarwīša
41280,šaʕʕle,140,šʕl,šaʕʕel yšaʕʕel
41281,hačč,79,hčč,hačč/hačči
41282,waḳčil,100,wḳč,waḳča
41283,ayṯīčəl,19,Ɂṯy,ayṯ(i) yayṯ(i)
41284,žawharča,333,žwhr,žawharča
41285,aspič,155,Ɂsb/Ɂsp,asab yīsub
41286,ezna,1570,Ɂzn,ezna
41288,nōskil,788,nsk,nōska
41289,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41290,w,1,w,w
41291,aḥəmtīčne,1390,ḥmt,aḥmet yaḥmet
41292,čḥayyar,1395,ḥyr,čḥayyar yičḥayyar
41293,hanna,7,hnn,hanna
41294,ġabrōna,90,ġbr,ġabrōna
41296,suɁōləl,1140,sɁl,suɁōla
41297,ōġa,462,Ɂġ,ōġa
41298,ḥīrča,2058,ḥyr,ḥīrča
41299,ḳawya,1097,ḳwy,iḳw/iḳwi
41300,w,1,w,w
41301,šaʕʕle,140,šʕl,šaʕʕel yšaʕʕel
41302,mōn,130,mn,mōn
41303,hanna,7,hnn,hanna
41304,nōska,788,nsk,nōska
41305,ti,9,t,ti
41306,ʕačmaḥək,86,ḥky,aḥək yaḥək
41307,meʕle,162,mʕ,maʕ/maʕl-/miʕl-
41308,ana,18,ɁnɁ,ana
41309,lā,16,lɁ,la/lā
41310,šimʕiṯ,182,šmʕ,išmeʕ yišmaʕ
41311,bē,71,byṯ,bē
41312,aḥref,542,ḥrf,aḥref
41313,aʕle,4,ʕly,ʕa/ʕal
41314,ōġa,462,Ɂġ,ōġa
41315,w,1,w,w
41316,amerle,3,Ɂmr,amar yīmar
41317,hanna,7,hnn,hanna
41318,nōska,788,nsk,nōska
41319,ḥōrsl,1391,ḥrs,ḥōrsa
41320,anna,7,hnn,hanna
41321,ḏahba,94,ḏhb,ḏahba
41322,w,1,w,w
41323,lann,147,hnn,lann
41324,žawəhrōṯa,333,žwhr,žawharča
41325,w,1,w,w
41326,hū,35,hw,hū
41327,ti,9,t,ti
41328,šaleflon,584,šlf,išlaf yišluf
41329,w,1,w,w
41330,ču,21,čw,čū/ču
41331,maffēl,131,Ɂfy,aff/affi yaff/yaffi
41333,ti,9,t,ti
41334,ʕamtawwrin,211,twr,tawwar ytawwar
41335,ʕlayy,4,ʕly,ʕa/ʕal
41336,yiḥmunn,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41337,yimken,617,mkn,yimken
41338,hū,35,hw,hū
41339,ašfeḳ,1466,šfḳ,ašfeḳ yašfeḳ
41340,aʕlax,4,ʕly,ʕa/ʕal
41341,w,1,w,w
41342,applēx,44,Ɂpy,app(i) yapp(i)
41343,žawharča,333,žwhr,žawharča
41344,amerle,3,Ɂmr,amar yīmar
41345,hanna,7,hnn,hanna
41346,ġabrōna,90,ġbr,ġabrōna
41347,lā,16,lɁ,la/lā
41348,ana,18,ɁnɁ,ana
41349,lā,16,lɁ,la/lā
41350,ḥmičče,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41351,w,1,w,w
41352,lā,16,lɁ,la/lā
41353,aškričče,2251,škr,aškar yaškar
41354,amerle,3,Ɂmr,amar yīmar
41355,hanna,7,hnn,hanna
41356,ōġa,462,Ɂġ,ōġa
41357,lōzem,377,lzm,lōzem
41358,črōžaʕ,1262,ržʕ,črōžaʕ yičrōžaʕ
41359,leʕle,75,lʕ,leʕl-
41360,hōš,104,hwš,hōš/hōši
41361,čaḥəmtenne,1390,ḥmt,aḥmet yaḥmet
41362,w,1,w,w
41363,čmalle,3,Ɂmr,amar yīmar
41364,ysallmell,454,slm,sallem ysallem
41365,ḏwōṯax,73,yḏw,īḏa
41366,w,1,w,w
41367,illa,176,ɁlɁ,illa
41368,ḓarrarlax,2623,ḓrr,ḓarrar yḓarrar
41369,fakkar,514,fkr,fakkar yfakkar
41370,hanna,7,hnn,hanna
41371,miskīna,1242,mskn,miskīna
41372,ḳalles,66,ḳls,ḳalles
41373,w,1,w,w
41374,ōḥes,572,ḥss,ōḥes yōḥes
41376,zawʕa,756,zwʕ,zawʕa
41377,ittab,2314,tbb,atab/ittab yittub
41379,leppe,206,lpp,leppa
41380,w,1,w,w
41381,amell,3,Ɂmr,amar yīmar
41382,lanna,48,hnn,lanna
41383,ōġa,462,Ɂġ,ōġa
41384,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41385,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
41386,baʕʕeḏ,349,bʕḏ,baʕʕeḏ
41387,w,1,w,w
41388,tiḏōy,212,tyḏ,tiḏō
41389,ti,9,t,ti
41390,ḥayyīžin,2806,ḥwž,ḥayyež
41391,nṭirill,356,nṭr,inṭar yinṭur
41392,w,1,w,w
41393,ču,21,čw,čū/ču
41394,sattīḳin,1022,stḳ,satteḳ ysatteḳ
41395,emmat,402,Ɂmt,emmat
41396,nrōžaʕ,92,ržʕ,rōžaʕ yrōžaʕ
41397,liʕlayy,75,lʕ,leʕl-
41398,mō,23,mɁ,mō
41399,batt,12,btt,batt-
41400,nišw,10,šwy,išw/išwi yišw/yišwi
41401,amerle,3,Ɂmr,amar yīmar
41402,ōġa,462,Ɂġ,ōġa
41403,kayyes,209,kys,kayyes
41404,ana,18,ɁnɁ,ana
41405,batti,12,btt,batt-
41406,nsaʕitennax,801,sʕt,sōʕet ysōʕet
41407,applīl,44,Ɂpy,app(i) yapp(i)
41408,žawharča,333,žwhr,žawharča
41409,ḥetta,32,ḥtt,ḥetta
41410,namṭenna,1246,mṭy,aməṭ/amṭi yaməṭ/yamṭi
41412,ġappit,30,ġpp,ġapp-
41413,tiḏōx,212,tyḏ,tiḏō
41414,yzappnunna,225,zbn,zappen yzappen
41415,w,1,w,w
41416,yaṣərfun,1128,ṣrf,aṣref yaṣref
41417,menna,69,m,m/mn
41418,ḥetta,32,ḥtt,ḥetta
41419,črōžaʕ,1262,ržʕ,črōžaʕ yičrōžaʕ
41420,hanna,7,hnn,hanna
41421,ġabrōna,90,ġbr,ġabrōna
41422,sattḳil,1022,stḳ,satteḳ ysatteḳ
41423,ōġa,462,Ɂġ,ōġa
41424,ḥiyalžō,1668,ḥyl,ḥiyalžay
41425,w,1,w,w
41426,applēle,44,Ɂpy,app(i) yapp(i)
41427,žawharča,333,žwhr,žawharča
41428,w,1,w,w
41429,rōžaʕ,92,ržʕ,rōžaʕ yrōžaʕ
41430,laʕ,117,lʕ,laʕ
41431,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41432,ḥetta,32,ḥtt,ḥetta
41433,ysallem,454,slm,sallem ysallem
41434,ʕa,4,ʕly,ʕa/ʕal
41435,nōska,788,nsk,nōska
41436,w,1,w,w
41437,ymalle,3,Ɂmr,amar yīmar
41438,ysamiḥenne,1270,smḥ,sōmaḥ/sōmeḥ ysōmaḥ/ysōmeḥ
41440,žawharča,333,žwhr,žawharča
41441,waḳčil,100,wḳč,waḳča
41442,iməṭ,159,mṭy,iməṭ/imṭi yiməṭ
41443,ʕa,4,ʕly,ʕa/ʕal
41444,ʕarḳūba,257,ʕrḳb,ʕarḳūba
41445,ačʕeb,1064,čʕb,ačʕeb yačʕeb
41446,w,1,w,w
41447,hū,35,hw,hū
41448,mtawwar,211,twr,tawwar ytawwar
41449,maʕ,88,mʕ,maʕ
41450,nōska,788,nsk,nōska
41451,w,1,w,w
41452,lōmar,245,Ɂmr,lōmar
41453,yiščaḥyenne,67,ščḥy,iščaḥ yiščaḥ
41454,ʕowwet,317,ʕwt,ʕowwet yʕowwet
41455,ʕa,4,ʕly,ʕa/ʕal
41456,blōte,36,blt,blōta
41457,w,1,w,w
41458,šaʕʕlit,140,šʕl,šaʕʕel yšaʕʕel
41459,tiḏōye,212,tyḏ,tiḏō
41460,iza,363,Ɂza,iza
41461,aspull,155,Ɂsb/Ɂsp,asab yīsub
41462,žawharča,333,žwhr,žawharča
41464,ōġa,462,Ɂġ,ōġa
41465,amrulle,3,Ɂmr,amar yīmar
41466,anaḥ,118,Ɂnḥ,anaḥ
41467,lā,16,lɁ,la/lā
41468,aspinnaḥ,155,Ɂsb/Ɂsp,asab yīsub
41469,mett,20,mtt,mett
41470,w,1,w,w
41471,lā,16,lɁ,la/lā
41472,ḥminnaḥ,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41473,barnaš,184,br,barnaš/barš
41474,iḏiʕ,126,yḏʕ,iḏəʕ yiḏəʕ
41475,hanna,7,hnn,hanna
41476,ġabrōna,90,ġbr,ġabrōna
41477,inno,68,Ɂnn,inno/inne/inni
41478,ōġa,462,Ɂġ,ōġa
41479,iḥčal,1394,ḥyl,iḥčal yiḥčal
41480,aʕle,4,ʕly,ʕa/ʕal
41481,čūle,364,čw,čūl-
41482,illa,176,ɁlɁ,illa
41483,zalle,8,Ɂzl,zalle yzelle
41485,ġappil,30,ġpp,ġapp-
41486,ḳōḓya,389,ḳḓy,ḳōḓya
41487,w,1,w,w
41488,iščki,2252,šky,iščki yiščki
41489,ʕa,4,ʕly,ʕa/ʕal
41490,ōġa,462,Ɂġ,ōġa
41491,hanna,7,hnn,hanna
41492,ḳōḓya,389,ḳḓy,ḳōḓya
41493,mayṯēl,19,Ɂṯy,ayṯ(i) yayṯ(i)
41494,ōġa,462,Ɂġ,ōġa
41496,ġappe,30,ġpp,ġapp-
41497,w,1,w,w
41498,mšaʕʕelle,140,šʕl,šaʕʕel yšaʕʕel
41499,ʕaya,282,ʕy,ʕaya
41500,šaḳəllīčl,43,škl,išḳal yišḳul
41501,anna,7,hnn,hanna
41502,ġabrōna,90,ġbr,ġabrōna
41503,tarwīša,807,trwš,tarwīša
41504,žawharča,333,žwhr,žawharča
41505,ti,9,t,ti
41506,ščiḥna,67,ščḥy,iščaḥ yiščaḥ
41507,aḥref,542,ḥrf,aḥref
41508,ʕa,4,ʕly,ʕa/ʕal
41509,ḳōḓya,389,ḳḓy,ḳōḓya
41510,ōġa,462,Ɂġ,ōġa
41511,w,1,w,w
41512,amerle,3,Ɂmr,amar yīmar
41513,ana,18,ɁnɁ,ana
41514,lā,16,lɁ,la/lā
41515,šaḳliṯ,43,škl,išḳal yišḳul
41516,menne,69,m,m/mn
41517,mett,20,mtt,mett
41518,bess,42,bss,bess/bessi
41519,hōž,14,hw(ḏ),hōḏ(i)
41520,žawharča,333,žwhr,žawharča
41521,ti,9,t,ti
41522,ana,18,ɁnɁ,ana
41523,nmamlekla,3007,mlk,amlek yamlek
41524,ana,18,ɁnɁ,ana
41525,ščḥičča,67,ščḥy,iščaḥ yiščaḥ
41527,nifəš,394,nfš,nefša
41528,šaʕʕle,140,šʕl,šaʕʕel yšaʕʕel
41529,ḳōḓya,389,ḳḓy,ḳōḓya
41530,ōṯ,27,Ɂyṯ,ōṯ(i)
41531,ġappax,30,ġpp,ġapp-
41532,šahtō,693,šht,šōhta
41533,aḥref,542,ḥrf,aḥref
41534,aʕle,4,ʕly,ʕa/ʕal
41535,ōġa,462,Ɂġ,ōġa
41536,w,1,w,w
41537,amerle,3,Ɂmr,amar yīmar
41538,ōṯ,27,Ɂyṯ,ōṯ(i)
41539,ġappi,30,ġpp,ġapp-
41540,ṯlōṯa,78,ṯlṯ,eṯlaṯ
41541,šōhət,693,šht,šōhta
41542,waybin,54,b,wōb
41543,ḥammiyill,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41544,waḳčil,100,wḳč,waḳča
41545,ščaḥyičča,67,ščḥy,iščaḥ yiščaḥ
41546,amerle,3,Ɂmr,amar yīmar
41547,ḳōḓya,389,ḳḓy,ḳōḓya
41548,ayṯā,19,Ɂṯy,ayṯ(i) yayṯ(i)
41549,šahtōx,693,šht,šōhta
41550,ti,9,t,ti
41551,ʕačmaḥək,86,ḥky,aḥək yaḥək
41552,miʕlayhun,162,mʕ,maʕ/maʕl-/miʕl-
41553,hanna,7,hnn,hanna
41554,ḳōḓya,389,ḳḓy,ḳōḓya
41555,maʕruf,2482,ʕrf,maʕruf
41557,ʕatle,3743,ʕtl,ʕatla
41558,ašfeḳ,1466,šfḳ,ašfeḳ yašfeḳ
41559,ʕl,4,ʕly,ʕa/ʕal
41560,anna,7,hnn,hanna
41561,ġabrōna,90,ġbr,ġabrōna
41562,liɁanno,186,lɁnn,liɁanno
41563,iḏiʕ,126,yḏʕ,iḏəʕ yiḏəʕ
41564,inno,68,Ɂnn,inno/inne/inni
41566,hū,35,hw,hū
41567,mōrəl,87,mr,mōra
41568,žawharča,333,žwhr,žawharča
41569,w,1,w,w
41570,ōmar,3,Ɂmr,amar yīmar
41572,leppe,206,lpp,leppa
41573,lōzem,377,lzm,lōzem
41574,nražžiʕlēle,3181,ržʕ,ražžaʕ yražžaʕ
41575,žawharče,333,žwhr,žawharča
41576,ti,9,t,ti
41577,naġəplēle,255,nġb,inġab yinġub
41578,ōġa,462,Ɂġ,ōġa
41579,ṯēn,125,ṯny,ṯēn/ṯēni
41580,yōma,26,ywm,yōma
41581,ṯōle,11,Ɂṯy,ṯōle yṯēle
41582,ōġa,462,Ɂġ,ōġa
41583,w,1,w,w
41584,šahtōye,693,šht,šōhta
41585,ṯlōṯa,78,ṯlṯ,eṯlaṯ
41586,ʕa,4,ʕly,ʕa/ʕal
41587,maḥkamṯa,2017,ḥkm,maḥkamṯa
41588,w,1,w,w
41589,ṯōle,11,Ɂṯy,ṯōle yṯēle
41590,ġabrōna,90,ġbr,ġabrōna
41591,fḳīra,336,fḳr,ifḳer
41592,amerlon,3,Ɂmr,amar yīmar
41593,ḳōḓya,389,ḳḓy,ḳōḓya
41595,ann,33,hnn,hann(un)
41596,ḥamša,123,ḥmš,ḥammeš
41597,ġabrūn,90,ġbr,ġabrōna
41598,yʕullun,297,ʕll,ʕillaṯ
41600,ġappe,30,ġpp,ġapp-
41601,uxxl,102,xll,uxxul/uxxil
41602,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ
41603,balḥōḏe,385,blḥḏ,balḥōḏ
41604,w,1,w,w
41605,ayṯēlon,19,Ɂṯy,ayṯ(i) yayṯ(i)
41606,ḳōḓya,389,ḳḓy,ḳōḓya
41608,uxxl,102,xll,uxxul/uxxil
41609,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ
41610,kaməšṯil,2863,kmš,kaməšṯa
41611,ṭīna,1032,ṭyn,ṭīna
41612,w,1,w,w
41613,amerlon,3,Ɂmr,amar yīmar
41614,yišwunna,10,šwy,išw/išwi yišw/yišwi
41615,ʕ,4,ʕly,ʕa/ʕal
41616,šaklil,43,škl,išḳal yišḳul
41617,žawharča,333,žwhr,žawharča
41618,ti,9,t,ti
41619,xčlīfin,862,xlf,ixčlaf yixčlaf
41620,aʕla,166,ʕly,aʕla
41621,čūṯ,112,Ɂyṯ,čūṯ(i)
41622,šaʕṯil,110,šwʕ,šaʕṯa
41623,zamōna,198,zmn,zamōna
41624,illa,176,ɁlɁ,illa
41625,wayban,54,b,wōb
41626,šaḳfōṯəṭ,287,šḳf,šaḳəfṯa
41627,ṭīna,1032,ṭyn,ṭīna
41629,īḏəl,73,yḏw,īḏa
41630,ḳōḓya,389,ḳḓy,ḳōḓya
41631,ʕayn,145,ʕyny,ʕayn(i) yʕayn(i)
41632,willa,49,wll,willa/walla
41633,iščaḥ,67,ščḥy,iščaḥ yiščaḥ
41634,inno,68,Ɂnn,inno/inne/inni
41635,iṯər,113,ṯr,iṯər/iṯri
41637,ann,33,hnn,hann(un)
41638,ḥamša,123,ḥmš,ḥammeš
41639,ġabrūn,90,ġbr,ġabrōna
41640,aḳtar,190,ḳtr,aḳtar yaḳtar
41641,yišwull,10,šwy,išw/išwi yišw/yišwi
41642,ṭīna,1032,ṭyn,ṭīna
41643,ʕ,4,ʕly,ʕa/ʕal
41644,šakliž,656,škl,šekla/šakla
41645,žawharča,333,žwhr,žawharča
41646,ōġa,462,Ɂġ,ōġa
41647,ḥiyalžō,1668,ḥyl,ḥiyalžay
41648,ti,9,t,ti
41649,ōmar,3,Ɂmr,amar yīmar
41650,inno,68,Ɂnn,inno/inne/inni
41651,lēle,120,l,l-
41652,w,1,w,w
41653,ġabrōna,90,ġbr,ġabrōna
41654,tarwīša,807,trwš,tarwīša
41655,mōrəl,87,mr,mōra
41656,žawharča,333,žwhr,žawharča
41657,ḥaḳḳanō,2738,ḥḳḳ,ḥaḳḳōnay
41658,ōmar,3,Ɂmr,amar yīmar
41659,ḳōḓya,389,ḳḓy,ḳōḓya
41661,Ɂōġa,462,Ɂġ,ōġa
41662,ʕowēt,237,ʕwt,ʕōwet yʕōwet
41663,žawharča,333,žwhr,žawharča
41665,marōya,87,mr,mōra
41666,w,1,w,w
41667,ʕaḳībəl,3665,ʕḳb,ʕōḳeb yʕōḳeb
41668,lanna,48,hnn,lanna
41669,ōġa,462,Ɂġ,ōġa
41670,ʕuḳūpča,3666,ʕḳb,ʕuḳūpča
41671,ḳawya,1097,ḳwy,iḳw/iḳwi
41672,ōṯ,27,Ɂyṯ,ōṯ(i)
41674,zamōne,198,zmn,zamōna
41675,malka,56,mlk,malka
41676,ġappe,30,ġpp,ġapp-
41677,ebra,41,br,ebra
41678,čūle,364,čw,čūl-
41679,ġayre,95,ġyr,ġayr/ġēr
41680,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
41681,batte,12,btt,batt-
41682,yɁahhlenne,758,Ɂhl,ahhel yɁahhel
41683,w,1,w,w
41684,hanna,7,hnn,hanna
41685,šappa,82,špp,šappa
41686,lōmar,245,Ɂmr,lōmar
41687,yirəṣ,286,rṣy,irəṣ/irṣi yirəṣ/yirṣi
41688,lōmar,245,Ɂmr,lōmar
41689,yaḳbel,986,ḳbl,aḳbel yaḳbel
41690,ʕemml,37,ʕmm,ʕemm-
41691,ōbu,50,Ɂbw,ōbu
41692,yičɁahhal,273,Ɂhl,čɁahhal yičɁahhal
41693,yōma,26,ywm,yōma
41695,yumō,26,ywm,yōma
41696,inəxṭaf,1851,xṭf,inəxṭaf yinəxṭaf
41698,ġappe,30,ġpp,ġapp-
41699,bisnīṯa,105,bsn/psn,bisnīṯa
41700,w,1,w,w
41701,bisnīṯa,105,bsn/psn,bisnīṯa
41702,ex,74,Ɂx,ex/ux
41703,šimša,277,šmš,šimša
41704,ḥalya,168,ḥlw,iḥəl
41705,baḥar,59,bḥr,baḥar
41706,hū,35,hw,hū
41707,w,1,w,w
41708,iḏmex,199,ḏmx,iḏmex yiḏmux
41709,arkeš,341,rkš,arkeš yarkeš
41710,willa,49,wll,willa/walla
41711,iḥəm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
41712,bisnīṯa,105,bsn/psn,bisnīṯa
41714,ġappōne,568,ġpp,ġappōna
41715,mett,20,mtt,mett
41716,mžánnina,1540,žnn,žannen/žannan yžannen/yžannan
41717,mḥakēla,313,ḥky,ḥōk yḥōk
41718,čū,21,čw,čū/ču
41719,maḥərfa,234,ḥrf,aḥref yaḥref
41720,aʕle,4,ʕly,ʕa/ʕal
41721,ex,74,Ɂx,ex/ux
41722,manōma,1733,nwm,manōma
41723,besse,42,bss,bess/bessi
41724,ʕemma,37,ʕmm,ʕemm-
41725,xōčma,154,xčm,xōčma
41727,īḏa,73,yḏw,īḏa
41728,šaḳəllēla,43,škl,išḳal yišḳul
41729,w,1,w,w
41730,xassne,174,xss,xass/xassi yxass/yxassi
41731,hū,35,hw,hū
41732,w,1,w,w
41733,affḳil,173,nfḳ,affeḳ yaffeḳ
41734,xōčma,154,xčm,xōčma
41736,spaʕṯe,854,sbʕ,spaʕṯa
41737,w,1,w,w
41738,xasslēla,174,xss,xass/xassi yxass/yxassi
41739,aġaṭ,1073,ġṭṭ,aġaṭ yiġġuṭ
41741,ḏmōxa,889,ḏmx,ḏmōxa
41742,aṣiḥ,655,ṣḥy,aṣəḥ yaṣəḥ
